,c1,t1,c2,c3,c4,c5,c6,t2,t3,t4,t5,t6
Tfeb,430.99999,433.9996,500.99999,502.00047,613.00002,443.99954,403.000356,332.00014,513.99998,409.99976,415.00065,620.9999
Tfec,0,0,0,0,1,1,0,0,0,1,0,0
Tff1,83,8,20.9596,1,95.9833,653.993,9,0,175.944,1,270.914,0
Tff2,34,7,6,1,45,239,16,3,39,2,115,9
Tff3,6778,6586,6831,8280,11117,11344,7158,6386,7527,7283,11707,12566
Tfg,6394.99895,4822.00502,6888.00242,5319.99619,8204.99786,8261.99765,7379.99957,4801.00125,5486.00197,5828.99963,5343.00013,6412.00201
Tfip11,746.6803,792.08482,873.06556,906.24843,830.9685,764.446,752.9499,758.21186,911.6395,940.42018,781.91792,821.53514
Tfpi,78.00005,104.00008,66.9999978,49.999974,72.00004,71.00003,62.99998,77.9999,74.99993,57.999986,108.99999,78.99998
Tfpi2,34,37.00002,23.99996,29.00001,56.99999,36,38,34,43.999967,23.99996,42.99995,31.99996
Tfpt,175.99965,217.99958,193.00041,220.99954,182.99996,148.99996,187.99957,201.99972,197.00012,197.99994,239.99956,196.99995
Tfr2,8,8.00351,6,5.999997,3.00294,5,14.68703026,19.04839062,10,12.13514,13,5.132098
Tfrc,7681.00256,9399.00079,9642.00158,9710.00077,5316.99704,4414.00256,6341.99853,8133.0043,6849.9998,7822.00447,7491.9961,4624.9978
Tg,1,0,0,0,1,0,1,0,1,0,2.000003,0
Tgds,254.99983,223.99952,255.0002,258.99968,278.9996,321.9997,282.99966,220.00053,234.0002,232.99966,303.99996,283.99979
Tgfa,553.99988,528.99959,467.99957,494.99972,557.99989,574.99985,483.00002,419.00043,569.99963,563.99995,422.99954,523.00001
Tgfb1,44.13285,37.06488001,33.04782,44,30.06794,25.04847,34.2977,37.04626,41.03587,32.22132,28.49197,33.01149
Tgfb1i1,29.99995,19.30467,21.00004,15.99999,13,8.30418,20.0115,11.1559,11,14.1647,13,15.1085
Tgfb2,11,13,8.1176314,11.25185,7.000022,3.999997,11,11.999985,2,8.000028,11.0001,11.0000074
Tgfb3,8,2,2,5,5,1,9,3,12,2.35735,6,2
Tgfbi,6285.87965,2964.01189,5135.01777,2913.00731,7591.02166,9577.0018,7326.02081,3254.00203,3439.99538,2541.00098,4259.99592,5482.00291
Tgfbr1,701.49976,673.10118,554.3238,578.00028,515.04098,408,616.36591,632.10817,635.1262,530.29341,500.99983,477.15835
Tgfbr2,664.608,650.419,551.034,578.796,528.706,677.988,584.742,793.406,670.98,614.884,976.007,546.95
Tgfbr3,6,9.999998,1,2,7,1,2,12,2,3.999999,5,3
Tgfbr3l,66.10684163,87.36262,60.196818,54.326084,65.35967,42.33976048,117.14346,69.315067,45.93538,54.12555,108.6787,85.999959
Tgfbrap1,740.99971,752.00028,769.00042,761.00027,657.00006,561.00048,680.99961,789.00048,896.00011,840.99978,669.99944,689.00012
Tgif1,866.00034,998.9999,443.9995075,548.9999208,597.99955,449.99958,752.99997,733.0000209,521.00032,445.00081,709.9994428,499.00034
Tgif1-ps,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2,204.91362,245.16451,298.54381,334.461,249.69805,177.1623,160.00546,206.4368,384.02173,161.70685,235.7236,311.9991
Tgif2-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2-ps2,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2lx1,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2lx2,0,0,0,0,0,0,0,0,0,0,0,0
Tgm1,0,1,2,1,1,2,1,4,0,2,3.999999,1.999995
Tgm2,3348.61042,4671.98281,3043.64654,3355.01533,2533.19509,1777.47,3080.27727,4589.85687,4757.09257,4012.68771,4823.39564,3392.95195
Tgm3,1.65349,8.81766,4.02706,6.08313,2.14743,0,1.13582,4.99758,3.49525,4.99616,17.7365,1.67622
Tgm4,11.56503,10.823507,15,12,13.0430904,13.68228,13,17.1383,10.13113,8.0304,12.827641,8.08712
Tgm5,1,0,1,0,0,1,0,0,1,1,1,0
Tgm6,0,0,0,0,0,0,0,0,0,0,0,0
Tgm7,1,1,1,0,2,2,0,0,0,0,2,1
Tgoln1,3754.82,2765.89,3904.27,2781.5,3855.19,4086.43,3490.13,3046.47,2925.74,3164.85,3268.11,3208.12
Tgs1,405.99124,415.9998,428.99983,431.9997,380.99962,261.0002,360.00026,402.00026,428.99995,398.00021,345.99972,309.00043
Tgtp1,10.9683,0,5.08072,0,1.34322,7.30099,0,5.48908,12.82104,3.6335,5.46214,0
Tgtp2,17.03174,9,17.9193,22.00004,11.6568,3.69901,21,25.510873,57.17892,35.36649,7.19627,14.99996
Th,12,8.999997,9,5.0000019,15,14,8,7,9,8,8,12.999994
Tha1,313.7301,249.5115,293.67792,241.99994,480.9507,452.92399,458.99977,398.8676,326.9532,413.8429,529.9595,488.8682
Thada,270.40017,239.78367,197.27157,236.3971,163.28223,78.81466,204.829,308.3160497,289.69005,252.05504,206.20879,154.54441
Thap1,147.88944,174.00136,168.85818,171.47279,139.99956,128.02493,155.42702,150.26834,180.521891,190.9998,152.56537,193.13449
Thap11,523,615,448,532,388,410,457,509,511,456,569,521
Thap12,1416.76536,1652.14659,1437.38136,1700.3956,1105.05511,959.71906,1174.36935,1636.07792,1681.74861,1356.26721,1616.79667,1250.02019
Thap2,690.9046,900.2756,687.5929,646.6413,396.6102,390.60776,545.34174,711.1425,569.0002,544.0472,521.0189,531.1063
Thap3,151.99961,192.011,115.0134,157.0004,120.00021,133,157.0078,122.00821,145.9997,102,188.00052,167.0076
Thap4,1166.84075,1220.54365,1142.44543,1447.2955,1292.66646,1153.97097,1072.80142,1059.9999,1138.79622,1092.81325,1367.45567,1337.7922
Thap6,269.2902,285.691888,291.85007,302.39398,247.07679,185.03033,221.40611,259.74075,282.0157,251.03309,252.2332001,212.82604
Thap7,243.9998736,259.0000714,241.99986,314.9999006,296.00006,285.0002,244.00001,242.00005,317.999854,240.00006,331.99964,306.99969
Thbd,0,0,0,0,0,1,0,0,0,0,2,0
Thbs1,17.0034,16,21.0036,16.0073,30.0117,28.0027,11,18.0054,32.0054,10.0026,12,24
Thbs2,0,0,0,0,0,0,0,0,0,0,1,0
Thbs3,14.000006,5.000000432,10.9999994,6.9999945,8,8.9999973,7.000002,9,4.999994,5.000004,6.999996,7
Thbs4,10,12.00000287,19,8,12,6,12,18,11,1,13,12
Theg,0,0,0,0,0,0,0,0,0,0,0,1
Thegl,11,8,10,14,14,23,7,23,26,15.00002,29.99996,21
Them4,313.001,256.0005,354.00348,246.00019,432.00069,510.99961,393.00356,244.99953,239.00059,229.00131,289.99976,370.00031
Them5,0,0,0,0,0,0,1,0,0,0,0,1
Them6,196.988,152,147,92,223,149,218,117,110,64,161,143
Them7,0,0,0,0,0,0,0,0,0,0,0,0
Themis,9,2,9.02354,10.741253,3.999999,6.99999,5.143399,14.21411,15.50104,8,1.999997,8.39289
Themis2,7,8,19,13,14,8,12,7.09529,8,12,11,14
Themis3,853.029,395.184,781,433,1163,1688,1053,635,717,764,770,957.326
Thg1l,243.00029,291.00034,177.99965,284.99992,176.99984,136.00003,191,282.00032,294.9999,279.00034,242.00026,232.31674
Thnsl1,83,86,93,122,120.99995,111,70.00003,76.999964,99.00002,80.99999,104,127.99993
Thnsl2,330.0004,256.00032,351,321.9995,477.0000005,437.00039,393,254.9997,312,239.00016,341,348.0001
Thoc1,617.76458,699.72837,518.3262,836.96224,485.7072,454.35081,482.45,637.43175,713.97038,697.02789,666.17302,532.609831
Thoc2,1807.15117,1783.08487,1805.9499,1873.03337,1310.82468,1262.99993,1533.00349,1863.09754,1644.10987,1671.42816,1531.99026,1253.1332
Thoc2l,521.95042,598.99923,545.1065651,583.00051,414.0292,344.00896,408.07831,522.46043,432.99965,508.50178,507.17571,339.4252
Thoc3,532.9998,603.0003,565,758.9998,457.9995,407.00034,502.9999,588,655.9998,659,679.00037,528.9995
Thoc5,598.00007,636.99961,622.99993,721.99971,559.99958,456.9997,605.0003,613.00024,716.99991,690.9996,623.00013,645.99969
Thoc6,234.69866,309.84136,260.90654,417.85659,254.45634,181.1679,209.50304,284.92856,291.71835,317.2989,290.69398,305.10211
Thoc7,1368.26862,1499.47631,1502.9734,1639.94468,1806.3279,1565.00815,1379.00911,1291.11344,1514.74982,1206.39953,1640.83365,1806.32311
Thop1,508.00024,658.00006,468.99963,808.99985,406.00008,333.99995,434.00033,560.00045,663.0001,680.99971,584.0001,548.99999
Thpo,39.99995,11,17.99997,25,27,29.99998,26.00002,36,17,78.99996,18,14.00001
Thra,1996.61053,1736.74008,2129.74651,1620.8777,2002.69887,1618.25479,1865.05845,1585.01793,2034.78343,1591.05405,1713.80109,1839.58984
Thrap3,4924.39892,4899.67288,4405.52407,5271.25272,3487.92076,3180.55652,3922.97026,4970.77613,4515.712341,4710.75493,4186.486813,3440.480019
Thrb,937.00079,778.00017,890.00057,695.00327,778.99964,630.00036,744.99922,634.00032,638.00037,529.0001276,504.00005,566.0002261
Thrsp,0,0,0,4,2,3.55498,1,2,0,4.00006,2,1
Thsd1,5,5.999997,5,11.999996,1.999997,2,3.999995,6.999997,4.000003,1,10,6
Thsd4,20.33372,29.22887,11.73515,6.0381,24.30664,21.38347,13.01842,67.0793414,13.02923,14,43.46549024,19.00062
Thsd7a,1.00012,3,2.000009,4.000003,4.00001,2,5,3,0,2,2,2
Thsd7b,2,1.04986,2.09951,4.25041,7.37979,2,3.18336,0,3,0,4.56331,2
Thtpa,359.364,438.574,295.889,357.411,366.132,294.507,334.648,306.548,368.783,298.718,425.94,350.19
Thumpd1,683.0005,819.00017,615.99955,880.99964,515.00005,461.00036,574.00034,758.00042,810.00021,709.00017,835.00035,650.00031
Thumpd2,57.5014,59,39,68.22016,40,34,45.7528,79,50,42.18279,57.27441,44.02
Thumpd3,734.30581,729.87272,717.75649,743.64222,621.34124,623.99875,612.204219,648.55321,618.70343,535.82854,738.44884,615.99333
Thy1,14.41461,6.211667,12,17.33538,7.137313,15.19952,8.1583647,27.21073,17.05832,18.11445,7.710807,6.000004
Thyn1,513.00042,656.99995,404.09808,691.00017,392.99971,361.99954,481.00026,576.99977,552.00055,577.9998,573.10259,504.99988
Tia1,987.39796,1102.77405,784.615469,766.11356,689.80425,518.76039,864.470873,993.19991,767.3983,682.97778,832.55005,601.46347
Tiaf2,3.17297,4.00697,4.89665,3.07508,1.06015,2.05309,6.22066,3.92209,3.69455,6.77616,5.17597,1
Tial1,1568.00044,1840.999601,1417.99949,1427.00043,1436.99962,1287.00084,1435.00003,1576.000381,1407.00002,1362.00021,1530.99985,1290.00011
Tiam1,584.0005224,510.99974,433.99913,564.0005327,272.9996522,189.9996158,389.999856,459.0006154,589.000326,391.9994048,284.0002976,250.999688
Tiam2,287.00032,239.00013,380.20084,316.13627,332.00098,253.00006,332.00008,264.37155,350.09682,331.01025,231.1309306,305.0002969
Ticam1,1227,1100,1412,1253,1685,1614,1420,1121,1338,1619,1394,1506
Ticam2,13.3115,13.12918,5.87649,8.28802,9.29654,9.13684,4.05205,8.08287,14.22505,10.2261,9.89619,7.22699
Ticrr,591.99993,562.00727,381.00474,488.00002,280.0211,213.00006,489.0004,565.01415,526.00029,419.99959,373.00002,313.00027
Tie1,6.37341,1.10106,0,1,2.0716,1.08387,0,1.04057,1.00527,5.18461,2.09984,0
Tifa,2228.9043,546.36499,607.79524,1071.42094,588.06442,777.93473,964.2623,1724.27745,543.0479,1559.21822,600.27034,454.96283
Tifab,2,1,2,3,0,2,3,7,9,0,1,3
Tigar,274,351.992,369,373,337,213,255,360.81439,418,363.00041,245,300.906
Tigd2,368,390,360,403,322,312,335,338,374,275,390,299
Tigd3,44.1391,42.9339,57.7494,48.5783,53.5405,85.0974,48.182,25.4653,39.6437,32.3898,40.5861,53.0654
Tigd4,31,28,42.4316,39.0251,27.0106,27,41.0097,36.5452,21,30.3838,39.93,18
Tigd5,48.082,59.1175,57,41,46,39.0863,61.0716,40.0456,50.0591,36,38.1106,57
Tigit,13.0821,4.01725,8.63771,5,7.38492,0,5.31143,17.5214,6.61767,5.45095,17.9286,4.70984
Timd2,3,1,0,0,1,0,2,1,1,2,3,0
Timd4,0,1,0,1,0,0,0,0,0,0,0,0
Timeless,337.34789,314.1750556,175.172587,315.33183,148.00376,128.000036,231.0707978,255.1413805,288.0001,209.9331937,234.16431,202.999992
Timm10,277.99966,345.00005,304.99957,389,302,243.9995,270,318,411,388,390,354.0003
Timm10b,319.78253,323.55622,353.1579488,475.99543,423.75967,386.19782,268.48291,281.2579967,356.06718,359.14798,477.7259,398.6972
Timm13,679.0007,836.9998,679.0005,991,881.99927,820.9999,747.00005,695.0011,895,811.00076,1077.9998,1030.0004
Timm17a,1063.0534,1069.05445,1161.97201,1380.85316,1110.812,1084.18262,1123.74623,1103.78152,1210.872,1263.31322,1453.03691,1219.04689
Timm17b,447.9631,493.1543,470.5375,453.9,555.0345,481.2248,420.5101,431.2987,564.9304,458.1027,530.6746,634.9686
Timm21,564.00058,657.99952,499.70104,628.987477,501.9992,456.93854,541.7385,567.9839,477.9840958,477.942,642.9913,475.89285
Timm22,289.44963,341.48598,345.2137,409.6076,350.51916,328.75725,342.29655,272.48599,352.175,367.97651,408.0586,367.4703
Timm23,2318.8718,2934.53592,2565.36632,3478.51985,2592.89393,2305.91509,2440.76976,2710.80914,2945.8589,2946.77407,3068.5816,2874.93638
Timm29,870,1003,880,983,822,659,757,845,997,945,914,862
Timm29-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Timm44,1386.00227,1557.00073,1302.00326,1682.99785,1215.00213,1051,1370.99725,1347.00164,1497.004021,1486.00142,1527.00094,1265.99913
Timm50,881.00053,1122.99562,851.99989,1345.99748,837.00023,750.99971,856.00014,953.00013,1127.99858,1123.99864,1189.99984,1064.00143
Timm8a1,1026,1093,1036,1542,1068,921,961,1046,1110,945,1389,1112.9
Timm8a2,4,1,5,2,1,3,5,3,1,1,3,2
Timm8b,656,821,797,1025,781,833,721,753,853,897.944,1213,989
Timm9,418.9999,500.0003,458.9996,583.9996,430.0004,382.00049,435.9997,448.9998,513.9994,501.9998,649,529
Timmdc1,330.55692,429.16911,392.4614,461.69145,413.1102,316.82014,339.16795,364.3306,412.849,415.87468,397.589,419.81462
Timp1,0,3,0,4,2,1,0,1,2,1,0,1
Timp2,32,27,24,14.00005,19.99998,10,18,19.000005,25,7,16.00002,17
Timp3,235.99978,55,77,86.7563,99.06017,48.9206,98.5645,31.99999,33.99998,8,41,41
Timp4,0,0,0,0,1,0,1,0,0,0,0,0
Tinag,329.0001,281.0004,458.9997,369.0002,674.9996,493.9996,362.0002,217.0001,342.9996,191.9999,332,433.0002
Tinagl1,294.99984,300.00014,297.00019,303.0003,429.00041,489.99996,485.00048,543,492.00037,550.00038,814.00033,419.99974
Tincr,46.00005,67,66,78,57.00002,34,37,43.00000001,41,33,42,53.00004
Tinf2,661.56344,832.72255,731.27256,930.48474,715.89779,638.05718,593.47471,697.91481,898.26515,768.29218,728.89729,764.5461
Tiparp,782.84638,929.9546,948.7938,967.91254,803.00002,663.00035,821.86471,663.97092,745.91539,636.74407,745.938,768.911
Tipin,253.00021,303.99992,251.00007,403.9999,277.00008,222.99967,216.00494,296.99986,297.9999,264.01731,371.01997,298.99984
Tiprl,564.46991,657.19395,674.7955,652.8009,761.85473,731.78217,553.81368,564.1481,594.93577,545.7776,677.00047,676.9991
Tirap,331.65655,382.23688,310.5157,438.8942,205.32245,225.05473,261.91003,335.7327901,414.23891,457.6559,311.48724,275.10796
Tjap1,972.999738,670.00042,935.00045,626.99983,1134.00054,1038.999112,1169.99963,720.99954,681.00045,724.99983,844.0005839,955.99986
Tjp1,2971.0015,2683.0029,3135.0029,2469.9962,2101.99907,1650.99754,2587.99522,2489.00243,2349.996,2205.00052,1552.9952,1636.0006
Tjp2,2346.99663,2296.99522,2483.9956,2662,2314.000161,2077.9974,2312.999,2333.99741,2753.9961,2919.0035,2101.00508,2096.998001
Tjp3,4815.99907,5190.99834,5174.00258,6204.00439,4236.99887,3377.00355,4692.00464,4454.99814,5789.00008,5929.9995,4366.99589,4733.99747
Tk1,1136.23751,1390.60369,976.06635,1483.01151,894.36184,708.4545,1060.82279,1070.26903,1213.67478,1078.13803,1219.70208,850.41681
Tk2,81.00001,63.00004,86.00032,87.00008759,60.0001,56.00000305,63,90,84,73.0000485,91.00009,81.00001
Tkfc,11974.433,9325.22,16173.699,11164.6,22344.186,18277.0966,14403.87,8138.5881,11134.0423,9263.234,12539.374,16351.197
Tkt,11372.99483,13529.99841,10700.00891,12922.99678,11709.00506,10355.9935,10483.99863,12981.99896,12830.99717,13096.9956,14098.00342,11870.00411
Tktl1,0,0,0,0,0,0,0,0,0,0,0,0
Tktl2,0,0,0,0,0,0,0,0,0,0,0,0
Tlcd1,212.41911,374.29001,205.48262,226.03087,236.2112,136.58733,180.45154,328.00687,309.03944,224.89105,380.23117,271.82874
Tlcd2,79.24514,63.53737,146.03593,66.06527,416.98138,545.03026,151.54337,99.21892,157.95103,141.86678,213.45557,399.70404
Tlcd3a,263.47351,243.20174,275.62852,396.8504,257.5036,182,208.27239,217.65082,271.48142,245.8537,203.9996,266.00629
Tlcd3b,24.00003732,13.00001048,17,28.0464,27.99999305,21.00003063,30.0000364,13,8.000003,12.00000005,20.9999472,24.00005028
Tlcd4,472.99975,458,477.9997,451.0001,399.0001,412.0001,470.00031,466.99983,458.0006,511.9997,368.9998,458.0007
Tlcd5,2.006861,3.003311,4.08193,6.02193,3.16373,3.00504,2.01238,4.02262,2.00051,2.06764,3.07082,3.00702
Tldc2,120,59,189.9999,162,291,249,163.9999,51,131,137,112,230
Tle1,2049.99843,1240.00048,1052.00056,919.4345,1324.00053,1652.00013,1947.99965,1275.55472,807.99931,914.99987,1287.99892,996.99891
Tle2,32.99998,60.10242,23.999977,24.071877,38.01442,10.000009,11,67.006436,38.004839,26.99999517,104.000086,30.999982
Tle3,1330.999891,1821.000781,1063.999423,673.000127,1459.001052,1388.999813,1536.00009,1805.99911,1712.999165,1520.99994,2126.99904,1833.999476
Tle4,1411.99974,1753.00193,1356.99721,1182.00135,1280,1004,1393,1685.00115,1543.00251,1353.00132,1412.99725,1278.00407
Tle5,9786.9987,10365.00076,10798.99509,11320.98868,14103.97896,12720.01519,10333.00221,9065.99545,12095.00618,10834.00019,12560.98644,13223.96697
Tle6,28.99994,58.000027,28.99999,29.9999995,33.999976,16.99999556,22.000003,58.99999823,60.99996,33.999953,68.99999147,44.999924
Tle7,0,0,0,0,0,0,0,0,0,0,0,0
Tlk1,2679.94659,2942.92713,2061.83412,2100.83992,1830.80006,1794.85653,2351.75532,3031.91525,2362.90506,2158.95059,2587.85754,1720.75323
Tlk2,701.97573,768.24521,687.18038,703.3868814,603.6563,576.84457,673.43056,722.54357,652.4791953,704.09528,621.54055,560.4905
Tll1,2.11654,1.00293,1.00322,0,3.62062,0,1.04894,1.40594,0,3.63161,0.472843,3.29846
Tll2,0,3,1,0,0,3,0,1,3,3,0,0
Tln1,2932.15553,2691.27922,2842.1094,2550.1196,2497.06644,1981.1485,2641.11399,2628.0424,2748.04526,2521.09399,2191.1482,2216.07424
Tln2,333.30951,226.31196,240.39541,297.980566,141.10321,148.52597,296.75725,221.24272,199.0074,190.612389,137.0186,121.901056
Tlnrd1,959,1134,1125,1287,1064,1056,980,909,1267,1192,942,1350
Tlr1,193.69631,251.837,198.84954,345.21211,132.684877,150.9775,208.9319,340.9997,315.9378,403.11612,197.15771,203.8699
Tlr11,1,0,0,0,1,1,1,1,0,0,0,0
Tlr12,2,1,5,2,0,2,3,5,7,1,3,4
Tlr13,0,1,2,1,0,1,1,1,1,1,2,2
Tlr2,31,19,34,69,21,20,27,43,30,50,20,18
Tlr3,720.00003,654.00012,802.78515,651.99999,697.53266,702.99957,839.773563,571.99947,684.9471,688.65519,513.0004,640.00013
Tlr4,6.00478,2,3.44258,0,2,4.29337,2,1,6,1.53145,0,3
Tlr5,22,41,22.99995,15,11,0,11,66,40,30.000003,57,17.99995
Tlr6,7.33044,4.166827,5.12072,4.038051,1.025,1.0225,2.06794,0,3.06247,2.0509,0,5.13039
Tlr7,1,0,2,0,0,2,1,0,1,2,0,0
Tlr8,0,0,1,0,0,1,0,0,0,0,0,1
Tlr9,2,0,2,1,0,1,0,2,2,1,0,0
Tlx1,0,0,0,0,0,0,0,0,0,0,0,0
Tlx1os,0,0,0,0,0,0,0,0,0,0,0,0
Tlx2,0,0,0,0,0,0,0,1,0,0,0,0
Tlx3,0,0,0,0,0,0,0,0,0,0,0,0
Tm2d1,289.904,316.8477,302.93441,369.92255,361.9203,365,288.99965,323.38274,353.65465,336.81304,422.91227,342.959
Tm2d2,529.99974,629,638.00025,798.00045,781.00034,706,664.00006,577,654.99964,680,823.99952,800.00034
Tm2d3,376.00049,459.40112,362.00006,438.99951,390.00023,332.99967,337.99975,374.99976,368.0001871,389,420.99971,368.99979
Tm4sf1,3.00121,2,3.000799,0,1.00029,2.000002,1,1,3.00087,1.00028,2.00054,0
Tm4sf19,1,0,1,0,2,0,0,1,0,0,0,0
Tm4sf20,8242,5530.004,7470,7189,9738,12844,8069,7632,7283,9283,7212,7623
Tm4sf4,679,545,695,543,1280,1921,750,517,781,472,810,769
Tm4sf5,5910.99979,9153.0018,7568.0016,5426.00447,13976.0427,13815.00195,7646.00181,10844.0475,11069.0182,11155.97592,16581.994,14702.0417
Tm6sf1,3.755808,3.636606,5.235612,7.804449,2.02018,2.0074,2.628769396,9.03541,4.679758,1,3.03571,2.628306016
Tm6sf2,4079.00194,3449.00498,4550.99717,3100.99523,7754.0044,8290.99594,5691.00475,4240.00003,5042.00332,5136.00477,6164.9969,7049.99804
Tm7sf2,231.96973,251.4528676,292.22059,376.7543028,400.7112067,349.1429505,279.79252,262.4817005,299.70783,306.3969576,353.19729,337.51106
Tm7sf3,1403.34576,1271,1403,1334.99628,1535,1350,1492,1417,1409,1469.077966,1732,1323
Tm9sf1,2112.651467,2250.22395,2292.107,2566.85854,2518.36039,2338.038187,2126.112673,2227.62648,2485.2723,2631.70083,2506.66764,2382.9509
Tm9sf2,7638.002352,7213,7398.0003,7482.000103,9022.00315,9853.00424,8351.00074,10205.96149,8198.99991,8633,10265,8798.99861
Tm9sf3,9750,10043,9280,10563,8556,8644,9052,10320,9729,9732,9899,8713
Tm9sf4,2025.00179,2169.99567,2011.00394,2202.00357,1903.99847,1594.99745,1843.00147,2194.00013,2362.99926,2366.00355,2078.99818,1940.00382
Tm9sf5,0,0,0,0,0,0,0,0,0,0,0,0
Tma16,222.24666,256.9557,147.8451,256.29797,153.6045,117.022,166.21877,269.66361,305.5814,206.68072,244.14723,192.2571
Tma7,1490.99921,1659,1708.92,2036.99571,2129.99714,2278.97,1766.997,1553,1789,1818.999,2125.001,2246.96383
Tma7-ps,0,0,0,0,0,0,0,0,0,0,0,0
Tmbim1,2386.9029,2502.74879,2530.67879,2532.37804,3137.80412,3335.06657,2639.10924,3083.3148,3320.19507,3449.88459,3780.72404,3292.23123
Tmbim4,819.41444,806.4321,904.1834,928.68684,1229.9971,1425.064173,1020.99938,848.99965,895.00021,959.19312,1213.11676,1249.00189
Tmbim6,21945.02195,18487.99104,22843.00717,18041.04667,36806.96243,37620.00496,26786.99421,21030.95901,23164.02078,22688.95901,27793.9724,30319.96839
Tmbim7,0,0,0,0,0,0,1.03981,0,0,0,0,0
Tmc1,1,1,0,0,1,2.19588,0,0,0,0,0,0
Tmc2,0,0,0,0,0,0,0,0,1.00387,1.00084,1.00845,0
Tmc3,1,5.75093,5.96323,0,4.6931,0,0,1,4.71405,0,6.44231,8.5958
Tmc4,5110.279,4486.7759,4957.2804,4678.7698,5742.6836,5458.3197,4965.5757,5206.9222,4901.9501,5694.29712,5000.1129,4952.3626
Tmc4-ps,0,0,0,0,0,0,0,0,0,0,0,0
Tmc5,2703.9999,1378.0952,2048.997895,1159.1837,2875.077281,3621,3272.1274,2408.3005,1744.0073,2112.39,2463.036861,2130.997
Tmc6,844.00008,735.99978,800.00025,832.00036,943.00042,858.00032,861.00024,755.99955,864.9997,908.99985,877.00032,903.00045
Tmc7,334.99986,201.00007,199.00036,75.99996,311.00023,332,417.99962,228,118,98,240.99975,142
Tmc8,227.0336,187.2193,244.4325,255.0365807,404.6297561,388.0176,213.73869,238.591,218.4844,297.3565,236.0182788,315.99972
Tmcc1,816.71064,721.824845,988.32675,686.24975,1309.46119,1083.13548,870.7667502,654.7037447,722.42105,773.9447,765.64435,971.06037
Tmcc2,1,1,1.00159,3,1,2.00068,0,1,0,1,1.00992,1
Tmcc3,1239.0028,1369.00039,1230.99814,1113.99749,1181.00302,1248.99807,1461.99739,1576.0046,1431.99942,1376.99702,1451.99631,1147.00052
Tmcc3os,0,0,1,0,0,0,0,0,0,0,1,0
Tmco1,880.05364,986.14413,1037.06394,1160.02584,1175.08781,1210.03734,909.0188,978.02031,982.007062,1149.0733,1381.999806,1106.01014
Tmco2,0,0,0,0,0,0,0,0,0,0,0,0
Tmco3,400.704516,406.85496,459.98732,414.00143,493.8508,508.15379,436.00406,407.84089,513.11593,444.15507,372.18494,538.17449
Tmco4,820.00083,782.0007,928.9993,910.9997,981.99985,869.0004,992.9995,726.0008,981.0005,913,784.9997,951.9994
Tmco5,0,0,0,0,0,0,0,0,0,0,0,0
Tmco5b,0,0,0,0,0,0,0,0,0,0,0,0
Tmco6,195.99998,204.9996,189.00041,198.99992,230.99974,209.99968,168.99969,189.00043,227.99964,196.00009,228.99959,206.99995
Tmdd1,0,0,0,0,0,0,0,0,0,0,0,0
Tmed1,111.02916,165.21116,90.1455,155.80173,88.38023,96.8731,91.59116,105.098,105.39001,108.82135,149.38916,142.416
Tmed10,4635.00313,5109.33579,4643.47123,5622.44325,4953.03276,4787.99569,4676.9992,5480.51314,5511.0007,5783.47649,6100.4887,5040.4473
Tmed10-ps,0,4.66674,1.53442,1.56324,2.96308,0,0,1.49434,0,1.52472,1.51475,1.5474
Tmed11,0,0,0,0,0,0,0,0,0,0,0,0
Tmed2,6044.004,6401.00123,6252.99,7684.994,6488.00066,6509.99477,5624.00006,6516.001,6675.99838,7187.00062,7410.99955,6622.00335
Tmed2b,0,0,0,0,0,0,0,0,0,0,0,0
Tmed3,464.28456,519,445.6262,552.14777,499.04419,514.10769,455.40508,455.11574,512.20145,526,623,575.45557
Tmed4,2504.002,2705.9999,2995.00299,2446.00411,4168.0012,4164.0008,2686.0025,3049.999,3330.998,3344,3614.0035,4309.0027
Tmed5,714.87217,834.87743,644.22093,1019.02911,581.6042,740.4739,593.17312,955.52183,844.90165,1017.19826,949.27114,699.74434
Tmed6,174,249,136,260,184,104,161,169,186,96,185,183
Tmed7,3814.682,4046.295,4143.256431,4426.33026,4288.006,4426.425,4253.48,4477.095,4295.271,4473.29126,4730.06174,4150.587
Tmed8,68,88,88,65,55,38,55,65,70,49,56,53
Tmed9,809.21571,1022.2078,857.68701,1243.16833,772.14889,664.0067968,742.65303,935.210711,1033.0491,1074.24291,994.05244,956.01081
Tmeff1,84,157.0005,93,112,92,72,65,160.0001,172.99996,110,212.0003,107
Tmeff2,1.11132,0,0,1,0,1.09046,0,0,1,0,1,2
Tmem100,0,0,0,0,0,0,0,0,0,0,0,0
Tmem101,145.00045,195.99976,166.99985,180.0003,162.99951,103.99992,154.99964,141.99986,140.99954,179.99991,190.99965,165.00013
Tmem102,526,608,670,658,617,599,498,624,746,777,747,713
Tmem104,235.9996,271,304.9996,227.9999,368.0002,279.0002,264.9997,263.9999,330.0001,340.0003,280.0002,303.0001
Tmem106a,1002.312,811.46655,1410.0002,918.1362,2263.1938,1862.3516,1464.2353,841.0003,1154.1576,1125.2187,1329.605,1724.1966
